0	1,18,19,24,29,
1	1,24,
2	11,
3	45,
4	5,39,
5	9,
6	18,34,
7	42,27,12,
8	3,28,45,
9	10,
10	28,
11	38,43,46,
12	0,
13	16,43,
14	28,39,
15	21,
16	21,26,29,31,
17	1,16,
18	31,36,
19	5,
20	17,35,40,
21	18,
22	26,38,42,46,
23	4,
24	12,
25	17,25,28,37,
26	15,34,
27	38,40,49,
28	25,10,45,
29	3,14,
30	46,
31	8,
32	27,40,48,
33	21,
34	7,14,32,49,
35	6,10,25,35,41,48,
36	6,24,30,
37	19,23,38,42,
38	2,27,
39	7,
40	18,
41	32,18,1,
42	20,36,
43	48,
44	32,38,47,
45	20,36,
46	26,34,48,
47	25,32,
48	32,
49	11,18,40,46,
50	24,
51	30,44,
52	33,46,
53	5,21,35,42,
54	40,
55	18,27,
56	0,7,23,
57	13,
58	18,46,
59	22,42,43,
60	16,31,36,37,38,
61	23,
62	11,39,43,
63	26,
64	13,42,
65	46,
66	0,22,33,
67	29,6,
68	32,47,
69	36,
70	21,34,
71	15,27,44,
72	20,36,
73	17,38,47,
74	12,13,
75	45,9,
76	21,33,
77	15,26,29,
78	19,27,
79	7,37,
80	28,
81	8,9,15,23,
82	3,
83	2,36,
84	6,35,39,44,
85	28,39,
86	3,8,21,42,
87	3,12,
88	28,34,
89	45,42,
90	37,41,
91	10,47,
92	1,
93	1,
94	30,43,
95	14,24,34,38,48,
96	14,
97	36,43,
98	47,
99	11,18,
100	34,
101	9,30,
102	17,
103	13,19,42,48,
104	24,39,
105	8,32,48,
106	32,
107	12,
108	5,
109	11,13,
110	11,35,43,
111	33,47,48,
112	27,29,41,42,
113	0,
114	3,
115	21,
116	49,
117	47,
118	47,2,27,
119	19,36,46,
120	13,14,7,
121	1,25,
122	31,40,
123	27,33,
124	8,35,
125	27,31,34,
126	25,
127	32,48,
128	41,
129	7,14,
130	32,48,
131	42,
132	11,
133	20,34,
134	13,15,31,36,43,
135	27,30,36,
136	8,
137	19,26,
138	2,
139	18,28,
140	11,44,48,
141	15,46,
142	46,
143	19,
144	0,10,21,48,
145	6,23,
146	11,18,
147	31,
148	42,43,
149	36,
150	19,48,
151	14,18,30,
152	7,
153	7,18,
154	0,17,
155	8,
156	8,9,43,
157	49,
158	9,
159	17,
160	8,
161	7,9,40,45,
162	14,29,47,
163	1,44,
164	12,27,42,
165	12,
166	18,44,
167	21,44,
168	7,10,41,
169	13,19,26,
170	11,
171	18,29,30,
172	18,
173	25,26,
174	0,10,12,35,
175	10,20,24,26,
176	18,26,
177	20,29,35,
178	39,
179	16,19,22,
180	33,48,
181	36,
182	35,48,
183	27,
184	0,3,9,42,
185	49,
186	40,
187	17,
188	15,23,43,
189	30,15,
190	4,
191	13,15,
192	2,22,35,
193	7,12,29,42,
194	4,8,
195	13,
196	29,
197	8,
198	26,
199	22,33,
200	9,14,45,
201	35,
202	29,44,
203	14,24,49,
204	17,27,
205	31,17,
206	38,
207	43,
208	19,30,33,
209	0,22,27,37,
210	5,35,2,
211	37,
212	1,9,49,
213	1,47,12,
214	27,
215	9,40,43,
216	36,42,
217	12,22,47,
218	1,19,11,
219	3,43,
220	48,
221	20,24,34,37,41,
222	37,
223	4,
224	20,25,43,
225	6,15,16,
226	2,18,22,
227	37,40,
228	4,23,40,45,
229	10,34,
230	26,
231	11,21,44,
232	25,27,29,
233	1,26,34,41,
234	35,
235	23,
236	8,26,
237	20,22,
238	2,22,
239	8,
240	12,25,
241	14,
242	16,35,37,39,
243	0,
244	6,
245	1,30,
246	15,24,
247	37,
248	36,44,46,
249	9,13,41,
250	26,36,
251	18,35,48,
252	32,33,34,
253	1,27,
254	10,24,48,
255	19,
256	22,30,
257	8,41,42,
258	10,38,
259	6,19,
260	44,15,43,
261	6,10,15,40,
262	6,
263	19,
264	6,15,16,27,
265	37,
266	27,1,
267	6,7,13,28,35,
268	4,47,
269	30,
270	42,1,
271	29,
272	47,
273	21,
274	10,43,
275	35,40,
276	24,33,44,
277	0,12,45,
278	10,
279	24,
280	39,45,
281	13,
282	42,14,9,
283	24,
284	15,
285	0,2,
286	0,
287	42,
288	27,45,
289	18,21,24,36,45,
290	22,
291	28,37,38,44,
292	1,
293	0,1,
294	14,43,
295	13,18,
296	33,
297	24,
298	11,24,25,38,
299	4,
300	30,40,
301	13,
302	11,17,30,41,
303	13,19,
304	14,
305	16,39,46,
306	21,44,
307	4,22,33,
308	4,7,29,32,38,42,
309	13,
310	4,12,41,
311	3,40,
312	12,15,20,29,38,
313	18,
314	15,
315	22,49,
316	21,44,
317	22,38,
318	0,12,16,
319	6,23,30,
320	40,31,19,
321	19,37,
322	42,
323	19,48,
324	19,43,
325	15,29,34,49,
326	9,35,
327	24,
328	8,16,18,47,
329	9,
330	17,34,49,
331	1,43,
332	0,
333	7,14,34,
334	13,46,
335	21,
336	34,
337	18,34,48,
338	15,31,37,39,
339	9,
340	8,9,
341	0,21,
342	5,
343	8,26,27,30,
344	35,
345	6,8,11,17,
346	8,
347	18,36,45,
348	1,20,
349	35,
350	47,48,
351	23,
352	7,47,
353	49,
354	21,
355	32,
356	12,33,49,
357	4,19,27,35,38,
358	13,
359	38,42,45,
360	22,27,
361	7,35,
362	16,
363	18,27,37,
364	28,48,
365	3,8,42,46,
366	35,39,45,
367	16,17,20,35,
368	1,35,47,49,
369	1,6,21,38,39,49,
370	6,33,
371	16,26,36,
372	47,49,
373	33,
374	1,
375	14,
376	46,48,12,
377	9,10,12,33,42,43,
378	21,43,
379	9,
380	5,28,31,39,
381	3,31,
382	8,41,
383	34,
384	8,22,49,
385	35,
386	32,38,
387	18,6,
388	8,19,24,40,
389	25,31,43,
390	45,8,
391	18,
392	38,37,
393	20,27,
394	20,41,45,48,
395	20,28,30,48,
396	47,14,
397	8,
398	31,
399	43,46,24,
400	18,31,
401	9,10,24,
402	26,
403	30,
404	47,
405	6,19,
406	6,34,
407	41,
408	4,9,17,
409	22,
410	44,
411	6,10,18,
412	29,
413	11,
414	3,31,38,
415	20,27,36,40,41,
416	15,26,37,
417	12,
418	10,11,
419	31,32,
420	7,11,12,
421	26,
422	22,32,
423	1,3,20,45,
424	15,19,28,
425	26,42,
426	34,37,47,
427	28,35,47,
428	24,
429	25,28,
430	1,3,7,
431	30,32,
432	8,22,40,
433	9,26,48,
434	13,19,
435	19,23,32,
436	42,
437	2,36,38,
438	0,
439	49,
440	1,38,
441	38,42,
442	32,38,39,
443	14,46,
444	10,21,26,37,47,
445	9,26,28,
446	18,24,31,37,
447	7,31,32,34,
448	23,34,42,
449	27,40,42,
450	13,19,22,26,27,30,35,
451	5,18,33,36,
452	1,9,18,
453	39,
454	13,
455	15,41,48,49,
456	18,23,44,
457	36,
458	26,46,
459	13,18,48,
460	43,
461	4,29,47,
462	26,
463	34,
464	25,38,
465	1,6,10,14,17,
466	28,47,
467	17,19,44,
468	0,2,11,20,
469	1,14,26,30,
470	2,8,17,36,
471	4,24,
472	1,41,
473	39,46,
474	0,
475	15,25,31,42,
476	19,
477	0,
478	1,4,20,38,42,46,
479	23,
480	9,
481	35,
482	11,43,
483	20,29,
484	20,38,
485	12,34,39,
486	34,40,
487	1,24,42,
488	1,13,19,29,37,
489	0,6,24,
490	24,
491	1,3,10,
492	18,45,
493	41,0,31,
494	23,
495	7,8,
496	10,22,25,40,
497	40,
498	37,38,
499	34,
500	3,39,
501	44,
502	4,7,18,
503	46,47,
504	24,38,
505	1,18,43,
506	35,42,46,
507	7,27,
508	45,47,6,
509	41,43,48,
510	28,42,
511	4,16,
512	19,28,39,
513	38,
514	8,22,27,
515	29,
516	18,32,
517	27,
518	35,45,
519	13,15,16,
520	12,30,43,
521	1,5,18,
522	23,37,
523	23,29,
524	10,
525	12,38,39,44,
526	29,37,10,
527	38,
528	18,41,
529	7,
530	39,49,
531	26,
532	13,39,
533	6,27,
534	4,
535	25,30,35,44,
536	18,44,45,
537	27,
538	19,20,42,
539	8,20,39,
540	18,34,
541	1,31,38,43,
542	3,12,17,29,
543	35,37,38,
544	1,37,44,
545	24,
546	13,18,24,44,
547	12,16,
548	2,12,
549	29,
550	24,44,
551	3,27,32,46,
552	22,
553	14,21,32,45,48,
554	49,
555	8,9,12,30,32,
556	13,
557	5,46,
558	15,18,
559	7,27,43,
560	8,33,
561	7,37,40,
562	9,42,45,
563	22,26,45,
564	20,48,3,
565	4,15,26,30,32,36,49,
566	10,37,
567	3,
568	35,
569	28,14,6,
570	2,21,
