0	0,
1	1,2,3,4,
2	1,5,2,6,
3	7,1,8,
4	9,7,8,
5	10,
6	9,7,8,6,
7	9,1,8,
8	9,7,
9	11,
10	9,7,8,
11	0,
12	1,12,3,
13	9,7,8,
14	2,3,
15	9,5,2,6,
16	7,13,14,1,12,
17	9,8,
18	9,7,2,
19	15,
20	16,
21	9,7,8,6,
22	17,
23	18,6,
24	9,1,8,
25	9,5,6,
26	7,13,14,1,12,3,
27	2,3,
28	1,5,2,6,
29	19,
30	9,7,
31	9,2,4,
32	14,2,8,
33	9,7,8,
34	9,2,4,
35	20,8,
36	9,7,8,6,
37	21,
38	2,3,
39	9,7,8,
40	18,8,6,
41	9,3,6,
42	22,
43	18,6,
44	23,
45	9,8,6,
46	9,7,1,12,
47	9,5,6,
48	5,6,
49	9,7,12,
50	24,
51	25,
52	9,7,18,6,
53	9,5,18,8,6,
54	7,1,8,
55	11,
56	5,18,6,
57	7,1,12,
58	2,4,
59	11,
60	17,
61	26,
62	2,12,3,
63	9,7,20,8,
64	14,1,
65	9,5,6,
66	9,20,
67	7,13,14,1,
68	21,
69	2,
70	1,3,
71	1,
72	27,
73	2,
74	2,
75	7,2,28,
76	5,2,
77	0,
78	1,2,12,
79	29,
80	30,
81	5,2,
82	1,2,
83	1,12,
84	9,7,1,
85	9,7,8,6,
86	31,
87	7,2,8,
88	7,13,14,1,5,12,18,
89	7,13,14,1,32,
90	7,1,8,33,
91	7,14,12,
92	9,7,1,3,6,
93	9,7,1,
94	9,5,2,6,
95	9,7,8,28,
96	1,
97	9,5,2,6,
98	34,
99	25,
100	9,5,28,
101	9,3,8,6,
102	1,
103	2,4,
104	5,35,18,6,
105	0,
106	36,
107	7,13,14,1,12,
108	9,2,6,
109	37,
110	1,3,
111	2,3,8,
112	1,2,12,3,
113	38,
114	2,
115	39,
116	40,
117	9,2,4,
118	1,3,
119	2,8,
120	7,1,
121	41,
122	9,7,8,28,
123	9,1,5,2,
124	5,2,
125	2,8,6,
126	1,
127	2,8,
128	1,5,2,
129	5,2,6,
130	9,3,
131	2,18,8,6,
132	7,14,12,
133	9,5,6,
134	1,
135	5,20,
136	2,3,
137	1,2,3,
138	1,5,
139	9,7,8,6,
140	9,1,8,
141	9,7,3,6,
142	9,5,2,8,6,
143	13,14,12,32,3,28,
144	7,12,
145	9,7,1,5,
146	1,5,6,
147	9,8,6,
148	2,
149	42,
150	1,2,3,
151	7,2,
152	43,
153	9,7,6,
154	9,8,
155	9,5,35,18,6,
156	9,7,6,
157	22,
158	9,5,
159	7,2,33,
160	1,4,
161	44,
162	22,
163	20,8,6,
164	1,2,12,3,6,
165	9,1,
166	14,2,
167	2,20,
168	9,7,8,
169	9,7,6,
170	12,20,18,3,
171	14,1,12,32,
172	9,8,6,28,
173	1,
174	9,1,8,
175	7,1,12,
176	7,13,14,1,32,3,
177	25,
178	2,
179	39,
180	1,20,18,6,
181	24,
182	45,
183	2,3,
184	1,
185	1,
186	7,2,8,
187	1,2,3,
188	13,14,1,
189	0,
190	9,7,8,
191	46,
192	47,
193	26,
194	1,3,
195	7,13,14,1,
196	7,12,28,
197	9,5,6,
198	34,
199	1,2,12,3,
200	1,20,
201	2,
202	48,
203	2,4,
204	2,18,6,
205	1,20,
206	2,12,3,
207	49,
208	9,6,
209	50,
210	7,2,8,
211	51,
212	1,2,3,
213	1,32,
214	15,
215	9,7,6,
216	9,7,8,
217	1,2,3,
218	1,3,
219	52,
220	9,7,8,
221	9,7,8,
222	5,2,6,
223	53,
224	1,8,
225	9,7,6,
226	2,
227	9,20,8,
228	54,
229	18,6,
230	2,33,
231	9,1,20,6,
232	2,18,6,
233	9,5,2,18,8,6,28,
234	9,6,
235	5,20,18,6,
236	49,
237	38,
238	1,32,3,
239	2,
240	2,18,
241	7,1,8,
242	9,20,6,
243	55,
244	1,
245	2,
246	7,1,
247	15,
248	5,2,6,
249	56,
250	9,5,
251	2,32,3,
252	5,2,
253	7,13,14,3,8,
254	9,1,5,2,
255	9,7,1,2,4,
256	9,1,5,6,
257	54,
258	9,5,6,
259	9,7,12,6,
260	9,7,12,
261	1,2,12,
262	57,
263	5,2,
264	9,1,5,2,
265	1,2,3,
266	1,
267	9,5,2,
268	58,
269	1,
270	1,3,
271	1,
272	25,
273	9,7,8,28,
274	21,
275	5,2,
276	9,7,8,
277	9,7,2,8,
278	1,
279	9,2,4,
280	17,
281	7,1,12,
282	17,
283	7,1,2,
284	9,12,4,28,
285	9,7,8,6,
286	59,
287	9,2,8,
288	1,20,
289	25,
290	16,
291	9,1,8,33,
292	9,20,8,6,
293	15,
294	1,3,
295	2,18,3,6,
296	0,
297	1,2,3,4,
298	60,
299	9,7,2,8,6,
300	9,2,4,
301	1,5,
302	5,2,6,
303	14,2,12,3,
304	7,12,6,28,
305	1,3,
306	1,3,
307	37,
308	5,35,18,6,
309	14,1,12,32,
310	22,
311	9,7,1,3,
312	11,
313	18,3,8,6,
314	9,7,8,
315	1,
316	9,5,2,6,
317	7,13,14,1,12,
318	7,14,1,12,28,
319	6,
320	2,
321	5,2,18,
322	13,14,2,12,32,
323	61,
324	5,2,35,18,6,
325	1,12,8,
326	2,
327	39,
328	62,
329	2,
330	1,2,3,
331	1,3,
332	38,
333	2,8,6,
334	9,5,
335	13,14,2,
336	9,7,12,20,
337	9,2,8,6,
338	7,35,8,6,
339	12,8,
340	1,
341	9,7,8,
342	7,5,2,
343	7,13,14,2,
344	9,7,18,3,6,
345	63,
346	18,8,6,
347	9,7,6,
348	9,7,6,
349	5,18,6,
350	1,2,
351	1,5,6,
352	9,7,1,3,
353	1,12,
354	1,
355	7,13,12,
356	1,2,3,
357	64,
358	2,20,6,
359	9,1,5,18,
360	9,7,
361	1,5,3,
362	65,
363	9,20,8,
364	9,2,3,4,
365	26,
366	2,
367	9,20,8,6,28,
368	1,33,
369	66,
370	9,8,6,
371	67,
372	2,
373	68,
374	16,
375	9,7,2,12,6,
376	10,
377	5,2,
378	1,
379	1,2,3,
380	9,7,8,28,
381	2,8,6,
382	1,3,
383	9,1,5,6,
384	2,32,3,
385	9,7,2,4,
386	7,1,33,
387	9,7,8,6,
388	14,2,12,
389	58,
390	20,6,
391	9,7,8,6,
392	1,3,
393	1,
394	1,
395	12,20,3,6,
396	5,6,
397	15,
398	9,7,1,12,
399	5,6,
400	48,
401	1,2,3,
402	19,
403	14,1,
404	69,
405	1,3,
406	9,5,2,6,
407	7,1,8,
408	1,
409	9,7,6,
410	1,2,
411	1,
412	5,2,
413	5,2,
414	2,
415	9,7,6,
416	20,6,
417	70,
418	7,1,2,
419	1,
420	9,5,2,18,6,
421	52,
422	9,33,
423	9,7,2,18,6,
424	21,
425	9,6,
426	71,
427	72,
428	5,2,3,
429	39,
430	9,5,6,
431	2,18,6,
432	38,
433	2,3,4,
434	9,3,33,
435	20,8,6,
436	73,
437	1,62,2,
438	49,
439	9,8,6,28,
440	59,
441	13,14,12,32,
442	9,5,18,6,
443	9,7,12,
444	9,7,8,6,
445	0,
446	9,7,8,
447	1,12,3,
448	74,
449	75,
450	2,3,
451	9,1,5,2,
452	39,
453	1,
454	9,8,6,
455	9,1,5,2,6,
456	9,5,8,
457	1,2,3,
458	17,
459	9,7,1,12,
460	2,12,20,6,
461	1,5,2,32,
462	1,20,
463	1,
464	2,6,
465	49,
466	9,7,8,
467	1,3,
468	45,
469	7,2,
470	2,3,
471	56,
472	1,
473	9,7,5,2,6,
474	7,2,12,28,
475	9,7,1,12,20,
476	73,
477	2,18,3,6,
